presence	pair	from	to	edge	caller	provider	verb	path	conjunct	leg	component	severity	rule	violation_path	old	new	state	collided	evidence	caller_changed	provider_changed
none	P38	1.37.0	1.37.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P38	1.37.0	1.37.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P45	1.37.7	1.37.8	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P46	1.37.8	1.37.9	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P47	1.37.9	1.37.10	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
none	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
none	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
none	P48	1.37.10	1.37.11	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
none	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
none	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
none	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
none	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
none	P49	1.37.11	1.38.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
